traceroute to www.ungs.edu.ar (104.27.160.200), 64 hops max
  1   192.168.0.1 (192.168.0.1)  0,004ms  0,005ms  0,004ms 
  2   *  *  * 
  3   *  *  * 
  4   *  *  * 
 19   154.54.72.106 (be2282.ccr22.sto03.atlas.cogentco.com)  253,984ms  250,801ms  260,622ms 
 20   154.54.62.250 (be2289.rcr21.hel01.atlas.cogentco.com)  267,805ms  267,407ms  266,928ms 
 21   149.6.58.42 (149.6.58.42)  265,894ms  264,030ms  266,469ms 
 22   185.141.124.144 (msk-m9-1-gw.runnet.ru)  274,579ms  272,396ms  275,507ms 
 23   194.190.254.118 (msu.msk.runnet.ru)  275,765ms  275,203ms  269,820ms 
 24   93.180.0.172 (93.180.0.172)  276,698ms  276,045ms  277,324ms 
 25   188.44.33.30 (188.44.33.30)  274,198ms  273,557ms  273,935ms 
 26   188.44.33.2 (188.44.33.2)  277,570ms  277,247ms  277,220ms 
 27   188.44.50.103 (188.44.50.103)  285,034ms !*  280,328ms !*  279,899ms !* 


traceroute to www.lb.pku.edu.cn (162.105.131.196), 64 hops max
  1   192.168.0.1 (192.168.0.1)  0,004ms  0,003ms  0,011ms 
  2   *  *  * 
  3   *  *  * 
  4   *  *  * 
  5   200.89.160.25 (25-160-89-200.fibertel.com.ar)  9,019ms  8,995ms  9,432ms 
  6   200.89.165.250 (250-165-89-200.fibertel.com.ar)  17,956ms  11,865ms  14,010ms 
  7   185.70.203.32 (ae6.baires5.bai.seabone.net)  8,256ms  10,972ms  11,351ms 
  8   89.221.41.171 (et0-1-0.miami19.mia.seabone.net)  146,944ms  136,714ms  138,737ms 
  9   154.54.9.17 (be6762.ccr21.mia03.atlas.cogentco.com)  133,391ms  134,468ms  134,314ms 
 10   154.54.47.17 (be3400.ccr21.mia01.atlas.cogentco.com)  135,176ms  135,333ms  134,699ms 
 11   154.54.82.241 (be3569.ccr41.iah01.atlas.cogentco.com)  162,977ms  162,692ms  162,937ms 
 12   154.54.29.222 (be2927.ccr21.elp01.atlas.cogentco.com)  177,403ms  178,841ms  177,537ms 
 13   154.54.42.65 (be2929.ccr31.phx01.atlas.cogentco.com)  176,254ms  175,880ms  175,586ms 
 14   154.54.44.86 (be2931.ccr41.lax01.atlas.cogentco.com)  170,483ms  176,323ms  175,156ms 
 15   154.54.42.102 (be3271.ccr41.lax04.atlas.cogentco.com)  177,691ms  178,331ms  177,702ms 
 16   38.88.196.186 (38.88.196.186)  174,822ms  176,613ms  173,981ms 
 17   101.4.117.169 (101.4.117.169)  324,788ms  326,582ms  326,390ms 
 18   101.4.117.97 (101.4.117.97)  326,208ms  325,670ms  322,844ms 
 19   101.4.115.254 (101.4.115.254)  317,230ms  318,034ms  316,676ms 
 20   101.4.117.81 (101.4.117.81)  323,533ms  323,539ms  323,783ms 
 21   202.112.41.178 (202.112.41.178)  322,245ms  322,702ms  322,419ms 
 22   202.112.41.182 (202.112.41.182)  323,244ms  323,366ms  322,404ms 
 23   *  *  * 
 24   *  *  * 
 25   *  *  * 
 26   *  *  * 
 27   *  *  * 
 28   *  *  * 
 29   *  *  * 
 30   *  *  * 
 31   *  *  * 
 32   *  *  * 
 33   *  *  * 
 34   *  *  * 
 35   *  *  * 
 36   *  *  * 
 37   *  *  * 
 38   *  *  * 
 39   *  *  * 
 40   *  *  * 
 41   *  *  * 
 42   *  *  * 
 43   *  *  * 
 44   *  *  * 
 45   *  *  * 
 46   *  *  * 
 47   *  *  * 
 48   *  *  * 
 49   *  *  * 
 50   *  *  * 
 51   *  *  * 
 52   *  *  * 
 53   *  *  * 
 54   *  *  * 
 55   *  *  * 
 56   *  *  * 
 57   *  *  * 
 58   *  *  * 
 59   *  *  * 
 60   *  *  * 
 61   *  *  * 
 62   *  *  * 
 63   *  *  * 
 64   *  *  * 


traceroute to www.u-tokyo.ac.jp (210.152.135.178), 64 hops max
  1   192.168.0.1 (192.168.0.1)  0,003ms  0,004ms  0,003ms 
  2   *  *  * 
  3   *  *  * 
  4   *  *  * 
  5   200.89.161.9 (9-161-89-200.fibertel.com.ar)  16,847ms  10,626ms  11,448ms 
  6   200.89.165.222 (222-165-89-200.fibertel.com.ar)  10,435ms  11,415ms  15,359ms 
